dataHora,descricaoSituacao,descricaoTramitacao,despacho,id_prop,idSituacao,idTipoTramitacao,regime,sequencia,siglaOrgao,uriOrgao,url
2016-06-23T11:44,NA,Encaminhamento,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 613/2016.,2088990,NA,180,"Prioridade (Art. 151, II, RICD)",12,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA
2016-06-23T14:41,NA,Recebimento,Recebimento pela CCP.,2088990,NA,500,"Prioridade (Art. 151, II, RICD)",13,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA
2016-06-23T15:43,NA,Encaminhamento,Encaminhado à(ao) CFT através da guia de Remessa (GR/CCP) nº 6900/2016.,2088990,NA,180,"Prioridade (Art. 151, II, RICD)",14,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA
2016-06-24T00:00,NA,Publicação de Proposição,Encaminhada à publicação. Publicação Inicial em avulso e no DCD de 25/06/16 PÁG 37 COL 01.,2088990,NA,604,"Prioridade (Art. 151, II, RICD)",15,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1489597
2016-06-28T09:52,NA,Recebimento,Recebimento pela CFT.,2088990,NA,500,"Prioridade (Art. 151, II, RICD)",16,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,NA
2016-07-06T00:00,NA,Designação de Relator,"Designada Relatora, Dep. Simone Morgado (PMDB-PA)",2088990,NA,320,"Prioridade (Art. 151, II, RICD)",17,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,NA
2016-08-19T00:00,NA,Notificações,"À CCT, cópia do Ofício nº 0599/2016_CNM/BSB. Original juntado aos autos.",2088990,NA,1005,"Prioridade (Art. 151, II, RICD)",18,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA
2016-11-17T00:00,NA,Notificações,À CFT o Memorando nº 304/16 - COPER solicitando a devolução deste.,2088990,NA,1005,"Prioridade (Art. 151, II, RICD)",23,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1508705
2016-11-17T00:00,NA,Criação de Comissão Temporária,"Ato da Presidência: Cria Comissão Especial, nos termos do inciso II do art. 34 do Regimento Interno.
DCD de 18/11/16 PÁG 96 COL 01.",2088990,NA,120,"Prioridade (Art. 151, II, RICD)",24,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1508685
2016-11-17T00:00,NA,Distribuição ,Despacho a Confirmar.,2088990,NA,110,"Prioridade (Art. 151, II, RICD)",19,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1508619
2016-11-17T00:00,NA,Distribuição ,"Revejo, de ofício, o despacho inicial aposto ao Projeto de Lei Complementar n. 295/2016, para incluir o exame pelas Comissões de Seguridade Social e Família, de Trabalho, de Administração e Serviço Público e de Constituição e Justiça e de Cidadania (mérito). Por versar a referida proposição matéria de competência de mais de três Comissões de mérito, consoante o que dispõe o artigo 34, inciso II, do Regimento Interno, decido criar Comissão Especial. Publique-se.
[ATUALIZAÇÃO DO DESPACHO DO PLP N. 295/2016: à CSSF, à CTASP, à CFT (mérito e art. 54 do RICD) e à CCJC (mérito e art. 54 do RICD). Proposição sujeita à apreciação do Plenário. Regime de tramitação: prioridade.]",2088990,NA,110,"Prioridade (Art. 151, II, RICD)",21,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1508619
2016-11-17T18:03,NA,Encaminhamento,Despacho Chancelado,2088990,NA,180,"Prioridade (Art. 151, II, RICD)",20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA
2016-11-17T18:04,NA,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,2088990,NA,604,"Prioridade (Art. 151, II, RICD)",22,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA
2016-11-18T00:00,NA,Devolução à CCP,Devolução à CCP,2088990,NA,1010,"Prioridade (Art. 151, II, RICD)",25,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,NA
2016-11-18T10:40,NA,Encaminhamento,Encaminhado à(ao) CCP através da guia de Remessa (GR/CFT) nº 443/2016.,2088990,NA,180,"Prioridade (Art. 151, II, RICD)",26,CFT,https://dadosabertos.camara.leg.br/api/v2/orgaos/2010,NA
2016-11-18T10:42,NA,Recebimento,Recebimento pela CCP.,2088990,NA,500,"Prioridade (Art. 151, II, RICD)",27,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA
2017-06-07T00:00,NA,Notificações,"À Comissão Especial PLP 295/2016, cópia do expediente do Sr. Min. João Augusto Ribeiro Nardes, do TCU ",2088990,NA,1005,"Prioridade (Art. 151, II, RICD)",28,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1566862
